IES,Semestre,Materia,Disciplina,Ementa,,,
IA,8,enfermagem em unidade de tratamento intensivo,Práticas de Enfermagem em Terapia Intensiva,"Prática e teoria da enfermagem em unidades de terapia intensiva. Ênfase na gestão de pacientes de alto risco e cuidados intensivos, incluindo situações de urgência e emergência. Exploração dos cuidados específicos e intensivos para clientes com falência de uma ou mais funções vitais.",284,,
IA,8,enfermagem em unidade de tratamento intensivo,Enfermagem em UTI: Abordagem Multidisciplinar,"Estudo da abordagem multidisciplinar da enfermagem em unidades de terapia intensiva. Ênfase na gestão de pacientes de alto risco e cuidados intensivos, incluindo situações de urgência e emergência. Exploração dos cuidados específicos e intensivos para clientes com falência de uma ou mais funções vitais.",304,,
IA,8,enfermagem em unidade de tratamento intensivo,Assistência de Enfermagem em Cuidados Intensivos,"Descrição teórica e prática da assistência de enfermagem em cuidados intensivos. Abordagem das situações de urgência e emergência em unidades de terapia intensiva, com foco na gestão eficaz dos pacientes de alto risco, incluindo aqueles com falência de uma ou mais funções vitais.",280,,
IA,8,enfermagem em unidade de tratamento intensivo,Enfermagem em UTI: Práticas Avançadas e Gestão de Risco,"Estudo das práticas avançadas de enfermagem em unidades de terapia intensiva, com foco na gestão de pacientes de alto risco e cuidados intensivos. Exploração das situações de urgência e emergência, com destaque para a gestão dos pacientes com falência de uma ou mais funções vitais.",282,,
IA,8,enfermagem em unidade de tratamento intensivo,Enfermagem em Terapia Intensiva: Abordagem Teórica e Prática,"Estudo teórico e prático da assistência de enfermagem em terapia intensiva, enfocando a metodologia de cuidados específicos e intensivos para pacientes de alto risco com disfunção de uma ou mais funções vitais. Situações de urgência e emergência são abordadas.",260,,
IA,8,enfermagem em unidade de tratamento intensivo,Enfermagem em Unidade de Terapia Intensiva: Aspectos Clínicos,"Análise teórica e prática da enfermagem em unidade de terapia intensiva, com ênfase nos cuidados específicos e intensivos para clientes de alto risco com disfunção de uma ou mais funções vitais. Aborda situações de urgência e emergência em ambiente hospitalar.",260,,
IA,8,enfermagem em unidade de tratamento intensivo,Assistência de Enfermagem em Terapia Intensiva: Práticas Avançadas,"Estudo avançado da assistência de enfermagem em terapia intensiva, envolvendo a metodologia de cuidados específicos e intensivos para pacientes de alto risco com disfunção de uma ou mais funções vitais. Inclui situações de urgência e emergência em unidade de tratamento intensivo.",280,,
IA,8,enfermagem em unidade de tratamento intensivo,Enfermagem em UTI: Abordagem Clínica e Prática,"Abordagem clínica e prática da enfermagem em unidade de tratamento intensivo, com foco na assistência de pacientes de alto risco com disfunção de uma ou mais funções vitais. Inclui ações específicas e intensivas em situações de urgência e emergência.",250,,
IA,8,enfermagem em unidade de tratamento intensivo,Cuidados de Enfermagem em UTI: Fundamentos Teóricos e Práticos,"Estudo dos fundamentos teóricos e práticos da enfermagem em unidade de terapia intensiva, com ênfase nos cuidados específicos e intensivos para clientes de alto risco com disfunção de funções vitais. Inclui situações de urgência e emergência em ambiente hospitalar.",265,,
IA,8,enfermagem em unidade de tratamento intensivo,Enfermagem em Unidade de Cuidados Intensivos: Aspectos Avançados,"Análise avançada da enfermagem em unidade de cuidados intensivos, com foco nos cuidados específicos e intensivos para clientes de alto risco com disfunção de funções vitais. Aborda situações de urgência e emergência em ambiente hospitalar.",239,,
IA,8,enfermagem em unidade de tratamento intensivo,Enfermagem em UTI: Metodologia e Práticas de Intervenção,"Estudo da metodologia e práticas de intervenção da enfermagem em unidade de terapia intensiva, com ênfase nos cuidados específicos e intensivos para pacientes de alto risco com disfunção de uma ou mais funções vitais. Inclui abordagem de situações de urgência e emergência.",273,,
IA,8,enfermagem em unidade de tratamento intensivo,Enfermagem em Unidade de Terapia Intensiva: Intervenções Clínicas,"Exploração das intervenções clínicas de enfermagem em unidade de terapia intensiva, com foco na assistência a pacientes de alto risco com disfunção de uma ou mais funções vitais. Aborda situações de urgência e emergência em ambiente hospitalar.",244,,
IA,8,enfermagem em unidade de tratamento intensivo,Enfermagem em Terapia Intensiva: Abordagem Teórico-Prática,"Estudo teórico-prático da enfermagem em terapia intensiva, envolvendo a metodologia de cuidados específicos e intensivos para pacientes de alto risco com disfunção de uma ou mais funções vitais. Inclui situações de urgência e emergência em unidade de tratamento intensivo.",272,,
IA,8,enfermagem em unidade de tratamento intensivo,Cuidados Intensivos em Enfermagem: Teoria e Prática,"Análise teórica e prática dos cuidados intensivos em enfermagem, com foco na assistência a pacientes de alto risco com disfunção de funções vitais. Aborda situações de urgência e emergência em unidade de tratamento intensivo, utilizando uma abordagem interdisciplinar.",268,,
IA,8,enfermagem em unidade de tratamento intensivo,Enfermagem em UTI: Cuidados Avançados e Emergenciais,"Exploração dos cuidados avançados e emergenciais em enfermagem em unidade de terapia intensiva, com ênfase na assistência a pacientes de alto risco com disfunção de uma ou mais funções vitais. Aborda situações críticas de urgência e emergência em ambiente hospitalar.",267,,
IA,8,enfermagem em unidade de tratamento intensivo,Enfermagem em Unidade de Tratamento Intensivo: Prática Avançada,"Prática avançada da enfermagem em unidade de tratamento intensivo, com foco na assistência a pacientes de alto risco com disfunção de funções vitais. Aborda situações de urgência e emergência em ambiente hospitalar, utilizando uma abordagem interdisciplinar e baseada em evidências.",282,,
IA,8,enfermagem em unidade de tratamento intensivo,Cuidados de Enfermagem em UTI: Intervenções Especializadas,"Desenvolvimento de habilidades em intervenções especializadas de enfermagem em unidade de terapia intensiva, com ênfase nos cuidados a pacientes de alto risco com disfunção de uma ou mais funções vitais. Aborda situações de urgência e emergência em ambiente hospitalar.",269,,
IA,8,enfermagem em unidade de tratamento intensivo,Enfermagem em Terapia Intensiva: Práticas Interdisciplinares,"Práticas interdisciplinares da enfermagem em terapia intensiva, envolvendo a metodologia de cuidados específicos e intensivos para pacientes de alto risco com disfunção de funções vitais. Inclui abordagem de situações de urgência e emergência em unidade de tratamento intensivo.",278,,
IA,8,enfermagem em unidade de tratamento intensivo,Enfermagem em UTI: Atendimento Especializado e Emergencial,"Atendimento especializado e emergencial em enfermagem em unidade de terapia intensiva, com ênfase na assistência a pacientes de alto risco com disfunção de uma ou mais funções vitais. Aborda situações críticas de urgência e emergência em ambiente hospitalar.",258,,
IA,8,estudo interdisciplinar de casos clínicos,Estudo de Casos Clínicos em Enfermagem,"Desenvolvimento de habilidades para elaboração de diagnósticos de enfermagem e aplicação do Processo de Enfermagem em todas as suas etapas. Construção de conhecimento a partir da análise de casos clínicos, utilizando metodologias ativas de ensino-aprendizagem.",260,,
IA,8,estudo interdisciplinar de casos clínicos,Abordagem Interdisciplinar de Casos Clínicos em Enfermagem,"Análise interdisciplinar de casos clínicos na enfermagem, envolvendo a elaboração de diagnósticos de enfermagem e a aplicação do Processo de Enfermagem. Ênfase na construção do conhecimento por meio da vivência de experiências significativas e metodologias ativas de ensino-aprendizagem.",287,,
IA,8,estudo interdisciplinar de casos clínicos,Casos Clínicos em Enfermagem: Diagnóstico e Intervenção,Estudo de casos clínicos na enfermagem com foco na elaboração de diagnósticos de enfermagem e intervenções adequadas. Aplicação do Processo de Enfermagem em todas as suas etapas para a sistematização da assistência. Utilização de metodologias ativas para aprendizado baseado em experiências reais.,297,,
IA,8,estudo interdisciplinar de casos clínicos,Análise de Casos Clínicos em Enfermagem,"Análise crítica de casos clínicos na prática da enfermagem, incluindo a elaboração de diagnósticos e a aplicação do Processo de Enfermagem. Construção de conhecimento a partir de experiências significativas, utilizando metodologias ativas de ensino aprendizado e uma abordagem interdisciplinar.",294,,
